,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
POLR3C,801.972564379003,1.35534135983595,0.0726700039648764,18.650630052133,1.2479793805156e-77,5.931133876562e-76,up
TLCD2,835.827965520462,1.27372923335905,0.0682961726655318,18.6500821883081,1.26083325037618e-77,5.9684443824355e-76,up
ASPH,3699.71451549055,-0.814913180110758,0.043931219806411,-18.5497508082358,8.19309362033387e-77,3.86305983387205e-75,NA
RAD54L,369.189796965782,-1.80008552493259,0.0970973541396895,-18.5389760707885,1.00109540562256e-76,4.7016012179809e-75,down
EML2,1493.27797705898,-0.988296945185109,0.0533915575809633,-18.510359876399,1.70358728088711e-76,7.96944810733423e-75,NA
EME1,426.831210873971,-1.66107983585183,0.0897651111111682,-18.5047377014294,1.89097184304238e-76,8.81148559205176e-75,down
APOBEC3B,363.190210633442,-1.84043173674003,0.0994630490708602,-18.5036730115609,1.92870606609197e-76,8.95234811766968e-75,down
SYNGR2,442.595212381594,1.68497696781064,0.0911649930162084,18.4827192112115,2.84475972428683e-76,1.3153154554658e-74,up
ZNF146,2258.090134978,0.918029337731047,0.0498130334029166,18.4295007755399,7.61828088629969e-76,3.50882133948529e-74,NA
CLINT1,2713.2990871008,0.800719826901981,0.0434995444566902,18.4075451111725,1.14286888862812e-75,5.24357037401723e-74,NA
IGSF10,337.062643828367,-1.95179323828862,0.106445792598515,-18.3360299232329,4.2685468101859e-75,1.95093850186619e-73,down
GPT2,1812.31940975897,0.933298746633674,0.0510063814401717,18.2976859028589,8.63390154550303e-75,3.9310615090193e-73,NA
GRPEL2,1282.81314911379,1.03168349413279,0.0564373624933863,18.2801507468334,1.1909646085361e-74,5.40190753430692e-73,up
SRPRB,727.034419978109,1.3486870549631,0.0738941717501332,18.2516025691927,2.00927660368579e-74,9.07903810809384e-73,up
CPT1C,1903.82997017329,-0.865141677151389,0.0474414111693878,-18.2360021724993,2.67309066855084e-74,1.20329428623181e-72,NA
RNF213,3087.74014584081,-0.945793059393768,0.051909292999507,-18.2201105956644,3.57431862808079e-74,1.60293409452541e-72,NA
CCT2,3011.34065584319,0.757608787115972,0.0416319032686546,18.1977937022733,5.37285876216584e-74,2.40048060576316e-72,NA
RAB13,1622.16659045144,-0.941661542015012,0.0517745714940875,-18.1877225603412,6.45678979245628e-74,2.87399423261981e-72,NA
SRSF1,8081.31013594341,0.59742381256085,0.0328595139580874,18.1811518369647,7.27887523307246e-74,3.22786998718667e-72,NA
API5,2769.26670617941,0.771396068381194,0.0425594610770547,18.1251371342454,2.01839264827467e-73,8.91755774121057e-72,NA
MINK1,1264.55360085009,-0.993800282988576,0.054848750811912,-18.1189228246333,2.25975915378907e-73,9.94710957400364e-72,NA
SPRY4,2061.225702447,-0.827780747035742,0.045707479438944,-18.1104002495148,2.63823321607171e-73,1.15703985421027e-71,NA
KPNA4,1725.94919506042,0.928285365502499,0.051263901312195,18.1079734811691,2.7571277311814e-73,1.20475372546751e-71,NA
SDAD1,1274.3454072986,1.07241477674275,0.059334800765872,18.0739593442703,5.11106053626387e-73,2.22517668383546e-71,up
NDUFS2,2096.92214186779,-0.851075640950226,0.0472263267459257,-18.0212118873643,1.32802262582558e-72,5.76072069217211e-71,NA
PRKAR1A,5166.18409748117,0.639211404987953,0.0354813341659311,18.0154275484296,1.47437509308989e-72,6.37239872661933e-71,NA
CDV3,2500.31194592121,0.943966049521621,0.0524420809267971,18.000163853896,1.94243471560622e-72,8.36509159655836e-71,NA
VEGFA,2117.31051447212,0.91554586052319,0.0508721027458797,17.997012332999,2.05615792059031e-72,8.82298842975605e-71,NA
ARHGEF40,1129.14137680269,-1.04296245672043,0.0580226313886655,-17.9750975052154,3.05326486559022e-72,1.30546224306902e-70,down
CPS1,915.306791683309,-1.23572070046274,0.0688231887387497,-17.9550050369432,4.38541947520892e-72,1.86834531856311e-70,down
RRM2,996.742045362952,-1.17249853458244,0.065303784612643,-17.9545265490699,4.42337468050299e-72,1.8778091303815e-70,down
UBE2J1,1669.86368190732,0.926758311871191,0.0516332156845737,17.9488784415974,4.89693136609069e-72,2.07147142787574e-70,NA
FAM167A,242.279610143693,2.3857685426996,0.133224419944563,17.9078921393867,1.02338318488343e-71,4.31375901500866e-70,up
SEMA6B,771.092754975052,-1.28785323251514,0.071981791479726,-17.8913751108552,1.3766869222007e-71,5.78256982215922e-70,down
PBXIP1,691.798670839552,-1.24813620046907,0.0698986081834163,-17.8563813058182,2.57822348704632e-71,1.07914484129739e-69,down
SPTBN1,17779.7281874623,-0.716916522203508,0.0401752479061448,-17.8447317581793,3.17624627075186e-71,1.32480565607688e-69,NA
CLSPN,349.601500638175,-1.7611675764633,0.0987732553099499,-17.830409364729,4.10405188329351e-71,1.70582700055081e-69,down
EIF4EBP1,2716.10842445809,0.782789999247253,0.0439167273130166,17.8244155960875,4.56839647863637e-71,1.89223616644629e-69,NA
SLC7A11,1646.47471676852,0.992341501070908,0.0556804811522278,17.8220712274,4.76395038137792e-71,1.96640706226495e-69,NA
KCMF1,1414.63172059876,0.97414994173235,0.0546875371146463,17.8130154168427,5.60094107576505e-71,2.30391814113108e-69,NA
NES,6831.50139964814,-0.660035384391278,0.0370791385309879,-17.8007205814577,6.97654152490146e-71,2.85990253781957e-69,NA
CD70,361.059186222965,-1.7701679843226,0.0994531624320895,-17.7990115249612,7.19272217332739e-71,2.9384240686857e-69,down
COL6A2,1087.26288149782,-1.16596650553257,0.0655473792522635,-17.7881483414504,8.73179834031288e-71,3.55500417752875e-69,down
NIFK,607.307387956918,1.34947042488475,0.0758939099876154,17.7810106911735,9.91759342624992e-71,4.02404666604542e-69,up
STMN1,2564.62403865008,-0.764879592914323,0.0430509433541812,-17.7668486058863,1.27664166623075e-70,5.16239269032766e-69,NA
MED10,572.032091266856,1.39732959272684,0.0787785454342059,17.73743834727,2.15539591831065e-70,8.68639118565126e-69,up
HERPUD1,1481.90373884193,0.956524882040364,0.0539692066934444,17.7235305212769,2.76031943117406e-70,1.10868183483082e-68,NA
LTV1,728.240166904286,1.33055988826593,0.0752217624457173,17.6884965866907,5.14293511325705e-70,2.05872728073971e-68,up
CLGN,1340.00150782201,0.976523733370463,0.0552434071238499,17.6767470402613,6.33472891338483e-70,2.52732378621296e-68,NA
WDR54,434.599707281722,-1.66349303101369,0.0941452848634024,-17.6694247983559,7.2128584985102e-70,2.86807296762427e-68,down
CCN2,188.886329807328,2.87896735110451,0.163000886511896,17.6622803268889,8.18645031406306e-70,3.24439089024778e-68,up
APLP1,2379.60511106854,-0.792762648537234,0.0449409997362786,-17.6400759482277,1.2129783035117e-69,4.79126429887121e-68,NA
WDR3,1231.74739690414,0.989423637822415,0.056102017087076,17.6361508764779,1.30021642220333e-69,5.10206634883669e-68,NA
AZIN1,3090.71608351046,0.712896396501006,0.040422034042762,17.6363316043631,1.29606556376665e-69,5.10206634883669e-68,NA
INCENP,1003.93487273792,-1.10660427292345,0.0627653524455698,-17.6308142917399,1.42894159451095e-69,5.5888014035807e-68,down
BCLAF1,2767.94729627701,0.786716788863918,0.0446998197955643,17.5999991154771,2.46328080727508e-69,9.60277017973346e-68,NA
ANXA2,1796.32836143656,0.883662865114853,0.0502464273513003,17.5865810107589,3.12152156515323e-69,1.21291956842713e-67,NA
RAB39B,437.457533980281,1.62757230236171,0.0927378032373825,17.5502572364755,5.92112361573372e-69,2.29328193545739e-67,up
WDHD1,855.932202326328,-1.14984578837957,0.0655334367799251,-17.5459405897022,6.38862836823211e-69,2.466341352901e-67,down
EIF5,5076.26293901305,0.734273063291666,0.0418598813030175,17.5412122642291,6.94303589074008e-69,2.67172500453672e-67,NA
TRPM3,1146.48966639543,-1.08296516628444,0.0617575395242761,-17.535756356659,7.64259012962928e-69,2.93146166097581e-67,down
SUGP2,2556.59876455963,-0.789740884874577,0.0451672111343861,-17.4848272682778,1.86978701627157e-68,7.14893888368704e-67,NA
CSF1,309.966706380079,1.9527719433763,0.111851108795853,17.45867309139,2.95728336406293e-68,1.12707454472545e-66,up
IGFN1,158.978532029202,3.83656379263268,0.219762040127598,17.4578093214147,3.00236444317851e-68,1.1406116383018e-66,up
DDX1,3498.41788474936,0.727520740909645,0.0416753094840851,17.4568767434701,3.0518059632233e-68,1.15571407413621e-66,NA
PLCG1,937.14809167821,-1.0831914367727,0.0621348379843791,-17.4329164106781,4.64171387290512e-68,1.75224698702168e-66,down
IFITM1,1248.06424962923,-1.04661474713977,0.0600735016593919,-17.4222363975705,5.5946974413832e-68,2.1053358289672e-66,down
DLGAP5,1104.01378594134,-1.04338195476339,0.0599338705836306,-17.4088865711997,7.0644527810766e-68,2.65005840331644e-66,down
RFC1,1610.11347458475,-0.882469603852124,0.0507004720067694,-17.4055500653781,7.48832598414833e-68,2.80025832805346e-66,NA
PTP4A1,2729.92504939611,0.734841196317608,0.0423116683311563,17.3673415703277,1.45827379888377e-67,5.43617129590139e-66,NA
ABCA2,916.719281357552,-1.17795862846103,0.0679157910972899,-17.3443997254423,2.17437727705259e-67,8.08041948223062e-66,down
HAUS4,886.176877449106,-1.10269245939149,0.0636639166666564,-17.3205249869432,3.29339437297534e-67,1.22009010792617e-65,down
DDX49,736.213079741321,1.20551880910896,0.069604910491774,17.3194506047304,3.35545932464699e-67,1.2392344979478e-65,up
TJP1,2870.97860750073,0.774204457909409,0.0447171782322782,17.3133567124449,3.73020268992131e-67,1.37338234222442e-65,NA
EXO1,443.346778665262,-1.51085404008038,0.0872963796100194,-17.3071786806033,4.15270742940462e-67,1.52423529001131e-65,down
DDX3X,9532.92991261503,0.627757740604895,0.0363811576350864,17.2550237928514,1.025794533695e-66,3.75358987498394e-65,NA
CALM3,3514.48350062793,-0.778890364402869,0.0452488238166705,-17.2134941575191,2.10348125638348e-66,7.67352535394451e-65,NA
FARSB,1027.7287582773,1.05642433019198,0.0613971383646941,17.2064099130632,2.37719714449069e-66,8.64560510263092e-65,up
RNF41,1944.19815785851,0.824711694513087,0.0479387529780187,17.2034448808303,2.50204019889007e-66,9.07198709196342e-65,NA
PNPT1,1222.87781267423,1.00386244293571,0.0583927223896377,17.1915677477276,3.07114233363202e-66,1.11017142114837e-64,up
TFPI,1130.77491524493,-1.08064269246176,0.0630227660471311,-17.146862320413,6.63390170557236e-66,2.39081007389041e-64,down
LENG8,3834.5535377035,-0.654659178495231,0.0382126218745115,-17.1320141456166,8.56379141688536e-66,3.07703216301282e-64,NA
PTPRS,3877.26114658984,-0.759015943292472,0.0443049440025388,-17.1316308005937,8.62040993454286e-66,3.08807417745231e-64,NA
FHL1,647.557302985782,-1.25095166174106,0.0730769827931616,-17.1182719089782,1.08447149596227e-65,3.87325163932152e-64,down
MAP1B,3310.5108286294,0.839546075770236,0.0491007233313493,17.0984461899813,1.52413850072519e-65,5.42729796273157e-64,NA
NUCB1,1393.44484439852,-0.938001326003895,0.0549643762153244,-17.0656230560909,2.67519906183191e-65,9.49775285970025e-64,NA
OBSCN,2018.28125576611,-0.885124511891955,0.0518976607082922,-17.0551909240589,3.19826207943923e-65,1.13210885298607e-63,NA
SGCA,544.491209213686,-1.44786389291453,0.0850055603652022,-17.0325786536104,4.70829676929398e-65,1.66169444263041e-63,down
DNM1,618.464403857041,-1.25820956612693,0.0738973446544699,-17.0264516541167,5.22797179520589e-65,1.83966004557555e-63,down
RAB11A,1725.16351029224,-0.84336320352931,0.0497453619890256,-16.9536047142519,1.81007503362644e-64,6.35070149297934e-63,NA
SEC63,3701.93888461526,0.656238451056035,0.0387209188434969,16.9479049221026,1.9943497029948e-64,6.97671484076979e-63,NA
SLFNL1-AS1,273.560341690233,2.07847284217016,0.122801696557359,16.9254407751552,2.92151761476959e-64,1.0190287610113e-62,up
NAMPT,2263.20223529419,0.784089438061373,0.0463528565685783,16.9156659611976,3.44895813515014e-64,1.19949334093895e-62,NA
PIK3R2,1182.08114284376,-0.996234498384544,0.058922073237079,-16.9076619958041,3.95073878831641e-64,1.37001055249496e-62,NA
PRIM1,377.147213397775,-1.68558222622568,0.0998272351143089,-16.8849936021525,5.80226050977344e-64,2.0062366846692e-62,down
AARD,1249.43373897443,0.994793292917508,0.0589294116220945,16.8811000404512,6.19790789182579e-64,2.13684518039277e-62,NA
YKT6,1291.4059286163,0.943391594978149,0.0559122455712968,16.8727187638203,7.14315838468451e-64,2.45564081760523e-62,NA
MCM4,1891.44885365641,-0.789570400422089,0.0468301283457386,-16.8603082740416,8.81281969649039e-64,3.02092316550097e-62,NA
SETD7,2178.67964402566,0.843852647133738,0.0500555522977641,16.8583225715688,9.11391161987492e-64,3.11518199752114e-62,NA
PRELID3B,856.622730093123,1.23800219662677,0.0734834540468888,16.8473598946073,1.09703945750968e-63,3.73902391103799e-62,up
FSCN1,400.579942923042,-1.72035692973038,0.102162091136689,-16.8394842997937,1.25323906795713e-63,4.2592275902167e-62,down
HNRNPA1,25297.2184361901,-0.600210638383902,0.0356617631666187,-16.8306495553683,1.45497120578431e-63,4.93078168005712e-62,NA
SH3D21,565.2288384536,-1.39505237518879,0.0829576762046817,-16.8164350668017,1.84958855065448e-63,6.25035179058279e-62,down
MAT2A,3863.19648642892,0.66352429690802,0.039463820245765,16.813483661132,1.94403416048951e-63,6.55095579109586e-62,NA
TRIM25,3176.85201014165,0.69276391220462,0.0412117241970782,16.8098745126935,2.06608251942865e-63,6.94261926035616e-62,NA
MCM6,1497.12629088072,-0.899289166833359,0.0535731587771607,-16.7861889677624,3.07998597986844e-63,1.03205485263625e-61,NA
PRRT2,838.362463378413,-1.09136236167698,0.0652926339126899,-16.7149385202681,1.02025127204242e-62,3.40912532890588e-61,down
CMSS1,503.60714357433,1.40311183407552,0.0839629595387173,16.7110811932315,1.08844019873176e-62,3.62681651694726e-61,up
CDS2,2149.82054328855,-0.807863280037975,0.0484255718709612,-16.6825759371655,1.75485850074371e-62,5.83111617141273e-61,NA
KNL1,721.419819048112,-1.16684465912695,0.0699965821395486,-16.6700233562929,2.16509930467324e-62,7.17429711262419e-61,down
UBB,6195.10137650762,-0.59551043720884,0.0357321390165098,-16.6659610535403,2.31733693674228e-62,7.65748263667552e-61,NA
ZMYM3,2494.52295683167,-0.815577071641993,0.0489398705149923,-16.6648800468761,2.3596150499251e-62,7.77564859960125e-61,NA
MAPK8IP3,852.889775220168,-1.0840547060759,0.0650754729927824,-16.6584222322308,2.628678341836e-62,8.63843083739989e-61,down
TMEM87B,941.310599593287,-1.03336305281363,0.062041234918197,-16.6560684063775,2.73417501814371e-62,8.96043236028469e-61,down
EPRS1,7499.31535581605,0.637279750872647,0.0382954920044353,16.6411166828419,3.51010733125297e-62,1.14718000971279e-60,NA
ATP1B2,213.819034536982,-2.21926378666299,0.133421457611763,-16.6334847961317,3.98714754979776e-62,1.29952686124419e-60,down
