,NC1,NC2,NC3,PUS71,PUS72,PUS73
CIR1,8.65521198006569,8.6898725605584,8.6065366428878,8.71063963840818,8.80384519913681,8.7368061376512
SCRN3,7.3577229765435,7.45374182399697,7.35575429097643,7.51162884608767,7.47290247931068,7.53727159852338
WIPF1,7.78153217477098,7.77156307623887,7.72389096120602,8.03225277992177,8.03903921229487,8.02726148937176
CHN1,8.18737397834968,8.20579862090094,8.18870919585914,7.79290933562688,7.88369815946477,7.85663237717812
ATF2,10.1047531983301,10.1234911220926,10.0776204556203,10.126060934768,10.0872063021588,10.1702950033853
MIR933,0.557907759898375,0.558611507689119,0.563774704288123,0.55232348765783,0.563746419794117,0.537650488056165
ATP5MC3,10.5628105510093,10.5239948934907,10.525153814892,10.3816467119746,10.3900187888106,10.3607105257966
LNPK,8.6765123262917,8.64646530625665,8.64781214702528,9.12572167940944,9.09457323471086,9.13927275093515
MTX2,9.22533336572687,9.16598475894992,9.14713849390851,9.04874311780717,8.97114184618582,8.96709128687532
HNRNPA3,12.9947092028021,12.9580331192047,12.9714170470766,12.8830662882509,12.8465777391229,12.8444742907831
NFE2L2,10.5998279599909,10.6153066078819,10.5800146153448,10.2844057576722,10.2540741653073,10.2916337437945
LOC100130691,6.8664123552584,6.93908410361188,6.94869231003286,6.88228586852136,6.91237778538084,6.81457614709898
AGPS,10.4625881347535,10.5243724932361,10.5154610730485,10.2126283233261,10.2198489764471,10.2443348140773
TTC30B,6.93785823079026,6.94944339063647,6.89646575214211,6.81655473572798,6.85361895005285,6.84055435685035
TTC30A,6.60140687514876,6.59884573072223,6.61328708382086,6.53280134895968,6.38497701871228,6.36430408752072
RBM45,7.08749587718744,7.24899204988357,7.18940086563634,7.24045361005487,7.27133658207183,7.25839144022013
OSBPL6,9.60224275711733,9.66713416977869,9.63534454382411,9.30760472385912,9.31318294664897,9.33629341122293
CHROMR,8.17820283590673,8.20230131109072,8.13713372076186,8.20371141171503,8.25302121622348,8.23604741680031
PRKRA,9.74671805557104,9.69737698407321,9.7110906332317,9.44637159752276,9.47428030928902,9.46170341681789
PJVK,6.69272661816733,6.56307062778207,6.64050863567379,6.52452619009722,6.55215299582402,6.36727479922609
PLEKHA3,8.34485312445289,8.36896835606907,8.30975977456558,7.91661937245165,8.04378070549666,8.00011944380181
CWC22,9.23978897914778,9.28687486691207,9.23831193564387,9.37665863094057,9.39229925016322,9.38154590331462
UBE2E3,8.9952525430656,8.96700908849705,9.03519226914549,9.20510583440943,9.17720320412881,9.18980171272596
ITPRID2,6.58938885170212,6.59436724314271,6.63551232518167,6.4230759139865,6.4426711211926,6.48388139784976
DNAJC10,11.5601392901627,11.5785053458507,11.5702193954593,11.0429763331826,11.0883045707731,11.0667986589819
NCKAP1,12.0802545513857,12.1117784880372,12.097135006448,11.9956034130668,12.0314381701567,12.0559472271483
NUP35,8.04890135571447,7.9679140905543,7.90806997101062,7.99326682961563,8.00631934284241,7.99906943584169
LINC01473,4.51049709827387,4.42684770208748,4.43016219946813,4.41926562785974,4.35849496565902,4.37332727681868
ZC3H15,11.8008305997136,11.7437899339668,11.7716920192122,11.4917938604616,11.4657082641579,11.4981572534306
ITGAV,14.5061598474307,14.5202672588277,14.5339591400472,14.3573741813555,14.3625397037214,14.4237019335349
FAM171B,10.8897987532033,10.8722361869932,10.9168984607389,11.1333060454024,11.0941986072193,11.2118819979901
CALCRL,9.71407367492954,9.66039859058551,9.69316434729392,9.78910240756502,9.7600734483897,9.91173457113953
TFPI,9.81326025526057,9.7540992177335,9.79860681458694,10.3312818706645,10.3026645993155,10.4041016214052
GULP1,9.31102240968318,9.33872593701228,9.3266922891048,9.24006137768702,9.18304197681524,9.23848217216638
COL3A1,13.8935977942408,13.8559896823914,13.8875901392322,14.5232151830853,14.4936762970317,14.5091595279292
COL5A2,12.8378420252245,12.8214437837566,12.8747410594284,13.3133208963863,13.2860867188043,13.3316730677152
WDR75,10.8131151204182,10.8327225016994,10.7793008243166,10.6524061058169,10.7431717178859,10.6774733786551
ASNSD1,8.73300016234093,8.63690484393318,8.6802817129038,8.5219425561231,8.57835552603717,8.59406213963126
ANKAR,6.01282252852125,6.1535073185148,6.02062707983823,5.99446047919357,6.0597310466971,6.07657246545626
OSGEPL1,7.64331366149748,7.64948208325296,7.54309549826566,7.91330092017831,7.95349582625619,7.93218617979791
ORMDL1,10.1153140645386,10.0712351703094,10.0702921554832,9.97440027642683,9.97720337942361,9.95514481186411
PMS1,9.57371636316203,9.59658484210526,9.57638391727274,9.52268529721654,9.47423067174671,9.52283837491536
HIBCH,8.77284334508865,8.72344918709708,8.77387455127814,8.73724974007883,8.77806421059781,8.72141788925956
NEMP2,7.20956363860167,7.24120902456377,7.25654852633859,7.61102689824996,7.59084944254988,7.61830934804961
NAB1,9.27997351694292,9.31368616495836,9.25026448175451,9.65813491541997,9.58140922212301,9.57921422799774
GLS,10.6893191043871,10.6527319576628,10.662385782961,10.4308173740359,10.4553392539984,10.525197780068
STAT1,10.133620550366,10.1714633630363,10.1599223602325,10.5233581608632,10.5204429704507,10.5197294632265
SLC39A10,9.98953196665489,10.0404118737948,10.0212723032222,10.0417395306008,10.0009493608149,10.0393942480849
STK17B,7.88274521016795,7.9087709131965,7.95407354814179,7.8900791597712,7.77250414418212,7.83508807953521
CCDC150,7.73499680437356,7.64375187321924,7.59947741408621,8.09312325183982,8.01420706218536,8.04244076310926
GTF3C3,10.7189341958799,10.7643895336751,10.6864554195202,10.7622384282455,10.7738074491188,10.8106561735475
PGAP1,9.49294121249544,9.51677798691186,9.4709996590729,9.78945954291204,9.80143282350814,9.82610327472496
SF3B1,12.4962983335423,12.517393956087,12.4676087773599,12.6517743868797,12.6746736584935,12.6812678453789
COQ10B,9.31167470354726,9.24115163526975,9.29439897808614,9.31392604259805,9.20060002418555,9.26179604605482
HSPD1,13.5057656861985,13.4941954383454,13.5053115964067,13.2625185743359,13.2653793054037,13.2557624877095
HSPE1,6.73958896730338,6.7950260180418,6.67953476700179,6.69500280457153,6.65796431288026,6.72165701396343
MARS2,7.84454063364237,7.89668480317762,7.89792090645155,7.68074083810748,7.54264246484854,7.69424710963479
C2orf69,8.16947237918197,8.23373740826378,8.21086311972135,8.31238562554087,8.32024155975575,8.41385102287234
TYW5,8.56286744267643,8.53224521210002,8.5947185019928,8.54242420760695,8.52857150761717,8.62326702717585
MAIP1,8.14166358482922,8.10391969222067,8.09733754055673,7.98624725305972,7.98740178990117,8.00542578781267
KCTD18,8.3491659312727,8.31555996971942,8.36932199544695,8.3985272256146,8.40224206835036,8.33853761156973
SGO2,8.70018489644393,8.71490766464193,8.65303450332605,9.11816756737526,9.03301580853866,9.12202682968953
BZW1,11.5134680886609,11.5623621271815,11.5054109939392,11.3573839868965,11.4004078728523,11.3819771740105
CLK1,9.90242011597738,9.80235964281748,9.77781974223917,9.82809470748822,9.8516480844132,9.91765428622432
PPIL3,8.64579983902008,8.56015433767134,8.58050785523563,8.78799482362973,8.76566213438229,8.77261045315709
NIF3L1,9.26426432758115,9.28967724378452,9.2253007651628,9.28003581503215,9.32552135035988,9.36339290837474
ORC2,10.1600854812646,10.1691240431928,10.1259304629348,10.0494916705994,9.97819261593322,10.0268393581211
FAM126B,8.2476494800243,8.3165138917012,8.25848299204082,8.58902232928908,8.47707125541281,8.58037381877985
NDUFB3,8.15409084108064,8.06172862598048,8.01675337071289,8.33198066822289,8.23146924458176,8.27530495677254
CFLAR,10.4845223308185,10.4433242305051,10.4495946179432,10.4889978458567,10.5062494468574,10.5040366522336
CASP8,9.49771369590717,9.45163522431571,9.46296987376889,9.49868555585952,9.48525065497158,9.55208746036763
TRAK2,9.72213076714948,9.74622342702462,9.78089478522922,9.38421469192589,9.41717273215035,9.46662324743141
STRADB,9.20828406737368,9.21057278012212,9.25058607545154,9.21177107369466,9.10630190359963,9.19780317413024
TMEM237,9.23290266927292,9.1999031005352,9.23778543283301,9.30684002157287,9.28980630310066,9.41385420129263
ALS2,9.90463522702352,9.87218226036947,9.88814831542896,9.67003538201177,9.66132884322172,9.75767480846499
FZD7,9.73696946375033,9.69457589074261,9.69945605602391,9.52735887701064,9.50474744575548,9.55970593539406
SUMO1,11.3216306750378,11.2917037725228,11.2774960823675,11.0969338907099,11.0679806922472,11.1308843816529
NOP58,11.4550437135416,11.4433899529157,11.4482306300242,10.9569809597755,10.989045871252,10.9742469844198
SNORD11,1.64568462556351,1.6264643961478,1.6594398458176,1.62479710123623,1.63454793529355,1.60839684429913
BMPR2,10.2414791036086,10.3212716154709,10.2724280338574,9.87589307870921,9.89385879915372,9.93938768415698
FAM117B,8.16234494125055,8.23116745018204,8.18625365136352,8.18894199295122,8.18786065495041,8.12151637967325
ICA1L,8.55312704938201,8.58421118244513,8.59954423526344,8.43015408109329,8.35569991515799,8.41384956932693
WDR12,10.0298783006922,9.98976263110509,10.0090068705652,9.73281327627878,9.73685630668583,9.72792403595397
CARF,7.82633603265507,7.80686756065426,7.75564029376384,7.92758252070419,7.95912041237342,7.91785642386711
NBEAL1,8.68138974508967,8.71597734342998,8.67277057226603,8.71648905761517,8.74596587694046,8.75918088258593
CYP20A1,8.49061536020433,8.4982247517964,8.45668935979712,8.26980829669671,8.19886989539926,8.27092999718615
ABI2,11.8191644166147,11.8237781940787,11.8293568416413,12.0764679047265,12.0977026915003,12.0961378784033
RAPH1,10.4724923381898,10.4906524970674,10.4886366070671,9.83559630847897,9.87262916344489,9.90531443465665
INO80D,9.19419364804738,9.27395014141559,9.18116930513457,9.26554358195206,9.31340876038254,9.3311431157134
NDUFS1,11.2124955710086,11.2126016912126,11.2002275109877,10.8764055558703,10.8678106123924,10.8759632541953
EEF1B2,11.7561880635049,11.715591170479,11.7418529929462,11.6293145694529,11.6278875436556,11.6178049508456
SNORD51,1.47158775648008,1.48319098628221,1.46793684116149,1.47073919062259,1.51764608486326,1.44173828769524
ZDBF2,8.6956081179027,8.72840379709813,8.77489225297179,8.10105761422811,8.25250722649843,8.27278077545908
MDH1B,5.97810441926311,5.86309844886005,5.83653102071204,5.87243909245555,5.95303992687075,5.87944249949994
FASTKD2,9.58741483782612,9.58139980541966,9.53770402629359,9.17298779539634,9.24277256310348,9.29183437366736
CREB1,10.0672393048707,10.0874657570148,10.0973304887281,9.91985459268769,9.93242744072714,9.97321576615541
METTL21A,7.98292233133892,7.94529630228504,7.9377645958208,8.03711400711901,8.05973876952376,8.12205576038537
CCNYL1,8.88486438822568,8.85979744903246,8.87840915927178,8.60549297886088,8.60006449084941,8.6003301224052
PLEKHM3,7.76010133219208,7.86581208845286,7.80365875763183,7.97046608626333,8.03963418026565,8.023239990883
IDH1,12.4731724595229,12.4581095731248,12.4854739875974,12.0111025016064,12.0310582329767,12.0350042581191
IDH1-AS1,3.31915729076191,3.29802644052739,3.23386772918405,3.19228527551393,3.23375459492294,3.18374476024449
PIKFYVE,10.9640263191687,11.0426191012745,10.9841175375442,10.9990999577618,10.9978554514802,11.0678390627994
RPE,10.3785099920302,10.3459017846742,10.3660681875759,10.1795849891751,10.1571341127532,10.1391916110668
KANSL1L,8.10372831020795,7.98777857903064,8.08637641643361,8.00739277566863,8.0322870007024,8.01232423151596
KANSL1L-AS1,5.21088511047353,5.20748885826419,5.30243638956838,5.17144717576204,5.13634785872888,5.23636703914953
LANCL1,10.617204190626,10.6558784099034,10.5719704820146,10.70985391265,10.7062471844415,10.7530638581553
CPS1,9.35626555673424,9.46715893522531,9.45656171564074,10.0874803088482,10.0421685013085,10.0377730701096
ERBB4,10.540589554849,10.5750301588381,10.5619224221478,10.9412878808837,10.9246666931847,10.9865154338105
SPAG16,8.02415332856462,8.06237062762289,8.02185517066842,8.06966045367638,8.05474641384872,7.96155090110126
BARD1,7.66916204331823,7.77328460000762,7.59253682598202,7.90446229708925,7.96515159347677,7.88533769626858
ATIC,11.3540810198381,11.340833409875,11.3418425578224,11.1649310638511,11.208736419363,11.2459147686906
MREG,6.12688823645508,6.10320879475923,6.11629734740695,5.94122277716085,5.93632829139565,6.03870259847769
PECR,8.33443832891271,8.35312749703805,8.34838982910196,8.45488222382727,8.42498785424864,8.53487769336265
TMEM169,6.40776503091567,6.3874691941492,6.39350960186796,6.64114475506335,6.64431390230187,6.64002133331615
XRCC5,12.5070777964017,12.5199239408306,12.4990680405725,12.3595537494837,12.3922553586497,12.3869231191852
LINC01963,5.82885904677034,5.74982377344005,5.79820545572437,5.53507731770125,5.51533920408444,5.47970681390091
SMARCAL1,8.81545329102395,8.88147724977411,8.83740432239617,8.92536049509764,8.96401390283898,8.89120050509502
RPL37A,11.9610965192498,11.9622194290744,12.0519799503872,12.1133807837846,12.0580624293351,12.0307020292274
IGFBP2,8.17459197398102,8.16163100933149,8.14429770588842,8.43519104624794,8.41244253853165,8.43226449844915
ARPC2,11.2200717527693,11.2319925962256,11.2364343720629,11.0388256055611,11.0317924753967,11.0489907998369
AAMP,10.5078623740409,10.4978700587535,10.4850553653013,10.2978828650124,10.2496183684728,10.2709419583588
PNKD,8.91373417188847,8.92456060987899,8.97253637682348,9.02289146971003,9.07484243790283,9.05320130017356
TMBIM1,9.68334250613449,9.65787476498379,9.63653817180566,9.57086743334575,9.56167162146145,9.53924298493807
CATIP,5.01029092225591,5.06269925085083,5.05437660030684,5.05321260842976,5.10539667360814,5.10310981502251
CTDSP1,10.0250190207223,10.0458401790534,10.0427914650028,10.0218265460646,10.0058572993474,9.98488091017998
USP37,8.26001855522281,8.3407283015636,8.26458965272732,8.25063530276314,8.36304804135804,8.32652699356647
CNOT9,10.0257281849987,10.0024319975664,10.0148003712199,9.93874571575207,9.92290807773879,9.96650753087649
ZNF142,9.33452929609729,9.35488819965234,9.35207014270769,9.23006692646618,9.2816093921289,9.23634682430901
BCS1L,8.26602138222413,8.27033429791837,8.28480331214277,8.06949340431634,8.09512872489096,8.03083239723756
RNF25,8.07723536264137,8.14241788170079,8.11263662443386,8.10681724102898,8.07144960786211,8.08402455057551
STK36,9.05023270193098,9.0759064228655,9.13208359942369,9.27183330963027,9.25721419302269,9.29553604861384
TTLL4,9.60675688902458,9.72024447867647,9.65828107728478,9.609344931218,9.62288462466636,9.66246895763264
NHEJ1,9.06671719418352,9.05177098532815,9.08333226945471,8.90107889966177,8.8682279900635,8.82093091666157
CNPPD1,8.84399373608473,8.82723377352568,8.80861609253833,8.83858566342584,8.79776739351583,8.7914565617155
RETREG2,9.68982190625069,9.67107375628734,9.63940330343535,9.76369864217511,9.69036263429987,9.68757945307633
ZFAND2B,7.08677177871929,7.07071557574252,7.08490971184283,7.1345015605383,7.12639312821565,7.15070552568507
ABCB6,9.59745436464919,9.57626701630233,9.59599215436592,9.80308361810498,9.77608015956073,9.76215183030771
ATG9A,9.79451994733933,9.84729167471608,9.836640305217,9.962487005529,9.96022532528658,9.94256236547863
ANKZF1,10.402734751566,10.3251334979201,10.3900469664645,10.2599178555911,10.2377960340044,10.261237851298
GLB1L,6.17806332155657,6.21330279796801,6.23154182029128,6.47259718958269,6.47634285612106,6.53207283715761
STK16,8.22680937468559,8.13708956516956,8.08562854343296,8.32324635091572,8.27331970251489,8.31364516940217
DNAJB2,9.81222230707196,9.75436412390974,9.77538882425975,9.60853547193613,9.62848174994146,9.5639212709234
DNPEP,9.55837201896648,9.51944148084017,9.53609900799222,9.30943360939209,9.30951613381413,9.28728651136238
GMPPA,9.00251430052908,8.93737856484751,9.02332524849341,8.99826895134277,9.02534165822941,8.9491808463841
CHPF,10.8003241848392,10.791178351539,10.7953267063639,10.6460934890628,10.6883038861915,10.677867077886
TMEM198,7.23703022194744,7.22845863605311,7.26149520912018,7.50405106370768,7.41546216052317,7.46739916895198
OBSL1,11.8066780014045,11.7542341286545,11.7751588783039,11.4215670147996,11.4193944128615,11.4293051466654
INHA,4.83956582124917,4.78237429033769,4.85810241309191,4.75974043335334,4.77681085692263,4.75016294802827
STK11IP,8.87195529122926,8.76835135671595,8.83071161478277,8.8216930438719,8.8331234565647,8.7523034567218
SLC4A3,6.04368505207002,6.01398767382183,5.99610842508437,6.19591057727618,6.06953538032742,6.08019935613559
FARSB,10.2064716993972,10.214994901402,10.1979524848776,9.62948555731581,9.70496576600035,9.65470866994048
ACSL3,11.6754394637054,11.7126546741499,11.6606885414054,11.5612105020225,11.5647663515265,11.5544079808242
AP1S3,6.39714810524694,6.40595069486574,6.40928350372588,6.14268499232994,6.08374801645741,6.1201610566708
WDFY1,10.1398677175572,10.1194116797273,10.1356883664659,10.2030618234199,10.1455278345374,10.1824465546256
MRPL44,9.02979839971967,8.98054470043178,9.01416289904242,9.07473459557361,9.07033674754902,8.98256550492904
SERPINE2,5.74233129202576,5.74934769640355,5.74472420627833,5.71173873064047,5.7371109062933,5.72434081229583
CUL3,10.8013335145957,10.7672685471081,10.7336589901681,10.4525442609471,10.4553974360258,10.5027749587913
IRS1,9.73868283987441,9.78518011203536,9.79922090530691,8.94988024752492,8.95965034675243,8.92542652192708
RHBDD1,9.53753923278311,9.59648468871956,9.56741238444761,9.28539971793094,9.2814046000644,9.26981008141967
MFF,9.89992522488185,9.90739040750625,9.94543693876626,10.0317748201827,10.0162112610062,10.042188437828
AGFG1,10.5779242506463,10.6067117863419,10.5638675043242,10.4096969299404,10.4346691667818,10.4700878317794
TRIP12,11.6848139239499,11.7425677619338,11.7000459671521,11.788312042216,11.8098920119832,11.8391041692351
FBXO36,6.84163312095147,6.82322719784112,6.76814625684895,6.96292748045222,6.95406167382163,7.02886608190273
CAB39,10.3877138695165,10.3771098166087,10.3137958765128,9.96797130692909,10.0057963944711,10.0309979295085
ITM2C,11.6480496399245,11.6109707245405,11.6532922512878,11.7906496537599,11.7422378520153,11.7300757214051
C2orf72,7.81842316781223,7.76398990439231,7.8779577221284,8.0368895438004,7.94139055153198,8.01780628156494
PSMD1,11.2559103802106,11.2487140829428,11.2615199807842,10.7985215669453,10.8693017395078,10.8811913780321
HTR2B,10.2085293695673,10.1565294565058,10.1959432484134,10.283174112429,10.2544910077827,10.3199752270895
ARMC9,12.6055527378677,12.600045093404,12.629538109497,12.771446634437,12.7618174911969,12.7363490904196
NCL,13.9235375966358,13.9003573132715,13.9203327371906,13.753192673816,13.7449818973719,13.7351054519172
SNORA75,3.00114743042829,3.03314959176884,3.04714456914226,3.03354301999845,3.02392800938929,2.97393314216554
SNORD20,2.37906551477058,2.35058627502917,2.37418870053385,2.41914997923604,2.34929241888913,2.35995121876265
LINC00471,5.75657703980611,5.68854933971446,5.62153970004436,5.53819466872432,5.61355323102512,5.56349336776543
PTMA,12.8215865012515,12.7814399332694,12.7961643407114,12.991162607414,12.9427775348443,12.9239210197853
PDE6D,8.02579597495536,7.98624607741435,8.00221474462514,8.29286833344398,8.3024616890633,8.27996231505112
COPS7B,9.72990999279158,9.71363570682294,9.70621918016694,9.80856273184573,9.83312672448556,9.85813351791827
DIS3L2,8.95417464263475,9.0145831980719,8.99986250196832,9.03084108402617,9.06886061393046,8.96821135793847
ECEL1,5.37154072414919,5.34903072997143,5.37517873302642,5.48035283051822,5.29931605683604,5.41780868202965
TIGD1,7.36452457780759,7.4210961621711,7.33482926408932,7.25673475778747,7.33786766826981,7.16295175051511
EIF4E2,9.55178450039351,9.52032017665906,9.51873457825643,9.69932946067925,9.65995188501324,9.70186873861876
EFHD1,7.89738133824876,7.84133201965143,7.83399393084709,7.83763805635683,7.83034209222553,7.8142679640163
GIGYF2,10.9782394517504,11.0210941436991,10.9996963436956,10.9258831144393,10.9183874799823,10.9767896957192
NGEF,7.15686974823087,7.0917599546414,7.17772318415058,7.68045598705687,7.68244698831909,7.59061190213272
ATG16L1,9.21741511008371,9.22998004482757,9.20879400239259,8.97892197901435,9.04029706424647,9.06600405312921
DGKD,9.50801217659914,9.51769531162274,9.52402325927376,9.57032613327322,9.50927651559326,9.50458947197914
USP40,10.0086925033077,10.0490015286873,10.0455455326529,10.087728203072,10.1389173484868,10.1511682949313
HJURP,8.84840062395979,8.83997235518846,8.8388972132286,9.28704084131985,9.2836233109732,9.2519785485317
MSL3P1,6.75507295825244,6.80334518881553,6.75548071240449,6.77948585073758,6.78905949395375,6.72756986522256
SH3BP4,8.33378294829109,8.35026071525182,8.34277442444758,8.25813116295072,8.1932708997158,8.18540149239372
AGAP1,10.8322352304222,10.9506173898282,10.9277140201705,10.5308091125132,10.5572678774536,10.6156899674884
COPS8,9.5601241049488,9.53285446793803,9.52123149345416,9.39886200181367,9.4420773705754,9.41437692145379
COL6A3,8.5781375772659,8.6634641178195,8.70827226693314,8.98371745702303,8.96680837895413,8.98201997784532
LRRFIP1,9.61072867101633,9.62110964439481,9.53288336559572,9.31835513081936,9.37228066996407,9.36519271611692
UBE2F,7.52474455993677,7.52399350680081,7.55433687079174,7.12730328046915,7.12296979360598,7.26105181543737
ESPNL,7.35690222815934,7.33525728758761,7.3501683238275,7.29426628392799,7.36422286918688,7.3292152619752
ILKAP,8.72453873175564,8.69689838640509,8.6086772035299,8.53437763067328,8.41540284492006,8.43622092282408
HES6,6.2469568106807,6.29889862761063,6.27241839029365,6.03259053701894,5.95921764353333,6.0813417129696
PER2,7.54138223380379,7.58827955685483,7.69869561365397,7.47124042226376,7.54327449498812,7.52247878381139
TRAF3IP1,9.25374252171684,9.27094639370683,9.26251374475187,8.97580968136817,8.95322038235383,8.95165725319974
ASB1,9.12919394100017,9.12307603054415,9.17272394577643,9.29770449537627,9.27741221329126,9.2550361332276
HDAC4,8.53454509429999,8.55413385767983,8.57446062600234,8.28762054290564,8.35943860773562,8.29580044197113
HDAC4-AS1,3.80328518028325,3.83572268385581,3.78918928855554,4.01525828134987,3.91150458599338,3.83083489248648
NDUFA10,10.4539742507582,10.4530967140448,10.4117898243983,10.5242719427464,10.5435645431601,10.4953047163515
COPS9,7.04443649624466,7.0114195276575,7.05929486849998,7.02381574696346,7.01144359605127,6.93468662597492
GPC1,8.12116685297932,8.07908512171843,8.09711867218406,8.4053770972983,8.3764075568033,8.31926779177755
ANKMY1,7.57093394906586,7.58901643325797,7.67952544694658,7.44195511117199,7.44164789990903,7.59579744819736
DUSP28,6.25950502086813,6.17537471058866,6.1980878444619,6.15624065467899,6.02574194547795,6.18815790587304
RNPEPL1,7.69765664513348,7.6728287034581,7.7670103763899,7.71813313331283,7.68999058604925,7.74705643201456
CAPN10,7.87152936665897,7.83295358861928,7.84520547238948,7.90430833185978,7.91786908993227,7.89263449481173
KIF1A,9.39290808580103,9.50214776214396,9.53930738112647,8.05147560416069,8.11072031151009,8.01916425527356
MTERF4,8.46009943984571,8.43968393142073,8.51886531886821,8.43683908018994,8.41576823060488,8.37968515341885
PASK,7.84258039813427,7.83323617060531,7.83596889399337,8.37862608547793,8.33853008710109,8.34411544238291
PPP1R7,9.36131790841298,9.34787815795359,9.31319240280978,9.26427827622685,9.30257398040174,9.31762461386089
HDLBP,13.4280503276251,13.4768524377927,13.4880608762459,13.477031182945,13.4625702081532,13.4753733428562
SEPTIN2,12.8208722323626,12.8175754140051,12.8069623626266,12.9473584090151,12.9603067877678,12.965170931055
FARP2,8.3424962521425,8.43552170523941,8.41112221911824,8.24109349780533,8.27226011101479,8.17061040824393
STK25,10.3724700140784,10.3451093781627,10.4062502874109,10.5148896100649,10.5101952120573,10.4982975957916
BOK,7.97946945134995,7.99462932788525,7.93342591687708,8.13031288041626,8.03046945323123,8.00259353970874
THAP4,9.88304970348312,9.87043409419945,9.86115575566291,9.60369764804732,9.56219889237329,9.58019045213879
ATG4B,9.36815120127937,9.36124087735026,9.41165823492338,9.58616786309117,9.58901126724836,9.55150189521652
DTYMK,8.97572935822885,8.97001241640106,9.04656241049616,9.12817506765328,9.12432392772559,9.08272852725869
ING5,9.53098413535556,9.47662333691584,9.45150584359879,9.43139364451383,9.47379483025412,9.40600336331644
D2HGDH,7.58153970859563,7.52810910176796,7.6140946465475,7.74059005396605,7.69352688725341,7.78376354477455
TRNT1,9.48949306519663,9.45013894326267,9.44497205391257,9.04103541340214,9.16558397282611,9.16853081542918
CRBN,8.21278777452202,8.20084429853702,8.19962382879608,8.17078179115494,8.02316998830529,8.1591643648304
SETMAR,6.54504147589559,6.58256451365068,6.60349522364231,6.36166261870653,6.44393433054269,6.33908141087425
SUMF1,7.86927895392923,7.83821151332027,7.73844947529447,7.84664733920103,7.79862200683318,7.66233093082989
ITPR1,9.18739041553032,9.32232482852523,9.36292022187911,8.36210378746708,8.40964252538772,8.39187004321883
BHLHE40,8.73679745906386,8.78594848381316,8.73310266863812,8.8566265712987,8.84301714020141,8.79570258086909
ARL8B,9.96489801308956,9.95987269207737,9.96861748945373,9.58536501531662,9.57460464156146,9.5951945042629
EDEM1,10.3531816243912,10.3772801349786,10.3415695150173,10.5333475163237,10.5131777856728,10.5532779718181
RAD18,8.53512418052835,8.56243425681232,8.54819236826034,8.68098769879347,8.69624816424046,8.77372195902786
THUMPD3,9.62578416336771,9.60356376634928,9.55321785810212,9.61113243645185,9.60176712305089,9.54228300411916
THUMPD3-AS1,7.47076864818731,7.40256671191425,7.40429446794217,7.53297180158713,7.63089182347998,7.53711539877872
SETD5,12.0587569996502,12.1092037130252,12.1176132224244,12.2657581703325,12.2685822264767,12.2703639472279
MTMR14,9.12967900000574,9.16877396219419,9.1790020254051,9.18103730405519,9.11199360454322,9.15133568600697
BRPF1,8.89643317671156,8.97364939472585,8.97550856796765,8.98100175007629,8.99522785918124,8.91211581767855
OGG1,7.57808373536535,7.63713513551247,7.57739227364343,7.54720075918918,7.65052133861049,7.50850184573981
CAMK1,8.24185657904417,8.1663956671223,8.15273665778265,8.51796157713838,8.49085200256487,8.4221035037715
TADA3,10.4288535661865,10.4179563477969,10.4345946232236,10.4488189911117,10.4625784822368,10.4067863967805
ARPC4,9.53612304297222,9.46053655326838,9.44356625155578,9.33053115662386,9.29321889688907,9.23505888458599
TTLL3,7.59407415090847,7.59666384688145,7.64606505093538,7.89163340952415,7.8260083590826,7.85188269145676
RPUSD3,8.8311213811951,8.75699613307502,8.7938770548159,8.60457654903702,8.62681662977712,8.6311701097399
JAGN1,9.35025553066145,9.38963165364904,9.33033740616345,9.38156817431876,9.33791763863444,9.32187729100606
IL17RC,7.59469707415138,7.59390021037303,7.62230909522676,7.95922299562093,7.91837342221837,7.89744330468953
CRELD1,8.01255691409786,7.95865263432527,7.97082306877963,8.31217385196717,8.26645276928583,8.25057335120329
EMC3,8.88493989142449,8.82822965282256,8.82148272342462,8.94764012789135,8.89364236904146,8.90970712551059
EMC3-AS1,7.20918616440516,7.24427970965424,7.21071769134046,7.57348750181695,7.50016320470559,7.51000416365999
CIDECP1,6.48147392398498,6.41388056115654,6.45824770668153,6.21783115277946,6.26706478524033,6.28962913546516
FANCD2,9.24447326876294,9.24850448598312,9.31608679539191,10.0531083535568,9.96755308352116,10.0120263262918
BRK1,10.3848293433363,10.3524810577411,10.3674794504977,10.5701036384022,10.5050691855201,10.5134890798575
VHL,11.9643894388849,11.928762400607,11.9667788510895,11.6454984344891,11.6465396877808,11.612454424571
IRAK2,6.03010969396907,6.06638817332139,6.15151623072778,6.44940997347336,6.44024102479457,6.46158256709044
TATDN2,9.31025825005919,9.34622545060778,9.29397235069488,9.29021554053274,9.27945364560051,9.33277982524863
GHRLOS,5.0974926993706,4.99839336797256,4.98015039684617,4.80612802735611,4.85035136732997,4.91763514095469
SEC13,9.41984218182864,9.44962839797842,9.42781446068451,9.59375489656715,9.56773141936166,9.47655743060144
ATG7,8.39659859157802,8.43252598333562,8.45897926994221,8.54137386315515,8.4458450910658,8.50090325437076
VGLL4,9.9019452276312,9.85844498496866,9.86065876525558,10.1414612588933,10.1555365384125,10.1364477226831
TAMM41,7.85859455025659,7.85512206261486,7.90986384974399,7.61278503043818,7.60329470679545,7.59362537813945
