Geneid	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000098548.1	0	0	0	0	0	0	0	0
ENSMUSG00000082864.1	0	0	0	0	0	0	0	0
ENSMUSG00000026921.20	826	1263	916	554	404	327	909	444
ENSMUSG00000092356.2	0	0	0	0	0	0	0	0
ENSMUSG00000065540.1	0	0	0	0	0	0	0	0
ENSMUSG00000105799.1	0	0	0	0	0	0	0	0
ENSMUSG00000026922.13	328	633	463	143	128	13	2	187
ENSMUSG00000036186.5	2	134	205	61	172	6	24	2
ENSMUSG00000097052.2	3	0	2	0	0	0	0	5
ENSMUSG00000064858.2	0	0	0	0	0	0	0	0
ENSMUSG00000077192.3	1	51	0	7	0	0	0	0
ENSMUSG00000086775.7	0	0	0	0	0	0	0	0
ENSMUSG00000026919.1	0	0	0	0	0	0	0	0
ENSMUSG00000082951.1	0	0	0	1	2	0	1	1
ENSMUSG00000015787.15	0	0	0	0	0	0	0	0
ENSMUSG00000036160.13	6	1	359	159	170	75	376	399
ENSMUSG00000015776.12	69	13	432	105	65	3	185	157
ENSMUSG00000062647.16	3748	6440	5028	3463	8035	3033	6850	9083
ENSMUSG00000065258.1	0	0	0	0	0	0	0	0
ENSMUSG00000064829.3	0	0	0	0	0	0	0	0
ENSMUSG00000065295.1	0	0	0	0	0	0	0	0
ENSMUSG00000015790.16	428	1481	422	309	489	252	393	792
ENSMUSG00000014873.15	52	5	253	280	587	223	1332	416
ENSMUSG00000014867.9	750	605	1024	395	1320	554	1395	1384
ENSMUSG00000049897.14	1	263	1	0	0	0	0	0
ENSMUSG00000052406.14	361	46	127	511	916	351	378	1128
ENSMUSG00000014852.16	0	0	0	0	0	0	1	1
ENSMUSG00000015488.14	4	182	846	120	78	3	318	454
ENSMUSG00000036067.12	1	354	1	0	1	1	1	0
ENSMUSG00000083335.1	0	0	0	0	0	0	0	0
ENSMUSG00000087364.1	0	0	0	0	0	0	0	0
ENSMUSG00000009214.9	0	0	0	0	0	0	0	0
ENSMUSG00000036040.14	0	0	0	0	0	0	0	0
ENSMUSG00000009216.7	0	0	0	0	0	0	0	0
ENSMUSG00000085008.1	0	0	0	0	0	0	0	0
ENSMUSG00000000889.8	0	0	0	0	0	0	0	0
ENSMUSG00000009614.16	0	1	0	0	0	0	0	0
ENSMUSG00000091192.1	0	0	0	0	0	0	0	0
ENSMUSG00000009621.18	0	1	2	0	338	123	2	158
ENSMUSG00000086669.1	0	0	0	0	0	0	0	0
ENSMUSG00000076364.1	0	0	0	0	0	0	0	0
ENSMUSG00000109946.1	154	2	364	5	1	1	2	92
ENSMUSG00000026918.16	915	1202	1443	1068	1918	682	1515	1645
ENSMUSG00000098812.1	0	0	0	0	0	2	0	0
ENSMUSG00000026917.15	25	116	148	348	714	100	558	190
ENSMUSG00000080538.1	0	0	0	0	0	0	0	0
ENSMUSG00000085929.1	3	1	74	0	0	0	0	0
ENSMUSG00000015846.15	3	0	0	1	213	6	0	23
ENSMUSG00000085766.1	0	0	0	0	0	0	0	0
ENSMUSG00000026837.16	373	3	3	152	253	17	98	13
ENSMUSG00000086560.1	1	1	0	0	50	18	34	1
ENSMUSG00000026835.15	0	0	0	0	0	0	0	0
ENSMUSG00000085693.1	0	0	0	0	0	0	0	0
ENSMUSG00000086425.7	0	0	0	0	0	0	0	0
ENSMUSG00000026833.18	0	360	0	0	0	0	0	0
ENSMUSG00000087196.1	0	0	0	0	0	0	0	0
ENSMUSG00000035829.13	168	3	0	169	3	30	0	0
ENSMUSG00000026831.16	0	0	0	0	0	0	0	0
ENSMUSG00000035772.11	487	10	205	425	574	134	367	569
ENSMUSG00000082895.1	97	154	91	51	125	30	140	191
ENSMUSG00000026829.9	0	0	0	0	0	0	0	0
ENSMUSG00000063611.5	0	0	0	0	0	0	0	0
ENSMUSG00000026821.16	193	1	87	0	144	2	0	0
ENSMUSG00000026818.5	0	0	0	0	0	0	1	0
ENSMUSG00000087667.8	0	0	0	0	0	0	0	0
ENSMUSG00000026816.14	152	3	229	3	168	63	177	306
ENSMUSG00000089055.1	0	0	0	0	0	0	0	0
ENSMUSG00000078061.1	0	0	0	0	0	0	0	0
ENSMUSG00000026815.14	1050	1255	867	402	2500	1129	4071	3980
ENSMUSG00000026812.16	368	4	411	318	6	124	225	391
ENSMUSG00000026809.15	80	0	99	0	0	1	0	0
ENSMUSG00000026807.8	0	0	0	0	0	0	0	0
ENSMUSG00000092832.1	0	0	0	0	0	0	0	0
ENSMUSG00000082796.1	0	0	0	0	0	0	0	0
ENSMUSG00000083115.1	0	0	0	0	0	0	0	0
ENSMUSG00000035666.14	48	2	1	23	53	15	59	120
ENSMUSG00000026806.15	5	7	280	129	56	182	214	224
ENSMUSG00000026805.14	0	0	0	0	0	0	0	0
ENSMUSG00000079502.8	0	0	0	0	0	1	0	0
ENSMUSG00000083773.4	0	0	0	1	0	0	1	2
ENSMUSG00000026803.17	0	17	120	124	89	121	12	54
ENSMUSG00000086519.1	0	0	0	0	0	0	0	0
ENSMUSG00000082788.1	0	0	0	0	0	0	0	0
ENSMUSG00000043535.13	137	51	155	154	193	199	336	99
ENSMUSG00000035513.19	0	0	0	30	116	2	88	0
ENSMUSG00000079499.9	0	0	167	0	0	1	0	162
ENSMUSG00000026799.15	133	6	98	96	176	103	5	421
ENSMUSG00000086994.1	0	0	0	0	0	0	0	0
ENSMUSG00000089597.1	0	0	0	0	0	0	0	0
ENSMUSG00000098539.1	0	0	0	0	0	0	0	0
ENSMUSG00000082413.1	0	0	0	0	0	0	0	0
ENSMUSG00000039844.20	89	3	64	11	63	101	278	169
ENSMUSG00000048316.3	0	0	0	0	0	0	0	0
ENSMUSG00000079497.4	0	0	0	0	0	0	0	0
ENSMUSG00000075425.10	0	0	0	0	0	0	0	0
ENSMUSG00000039826.13	2	18	191	76	160	5	219	306
ENSMUSG00000026798.10	128	756	172	80	326	5	331	396
ENSMUSG00000059316.2	1	2	33	12	0	0	0	86
ENSMUSG00000069020.9	42	0	30	8	93	16	46	161
ENSMUSG00000065485.1	0	0	0	0	0	0	0	0
ENSMUSG00000105010.1	0	0	0	0	0	0	0	0
ENSMUSG00000039798.2	0	0	106	1	21	0	22	33
ENSMUSG00000039787.13	64	320	345	255	319	204	129	419
ENSMUSG00000026790.19	101	157	245	171	193	45	122	177
ENSMUSG00000088348.1	0	0	0	0	0	0	0	0
ENSMUSG00000019715.14	979	564	695	178	76	303	195	540
ENSMUSG00000057738.14	195	1445	611	187	105	247	445	482
ENSMUSG00000098453.1	0	0	0	0	0	0	0	0
ENSMUSG00000039715.8	199	28	487	156	190	123	341	627
ENSMUSG00000054766.13	5370	2448	7063	3675	14707	3971	9381	14113
ENSMUSG00000026785.14	242	1	180	1	214	2	0	47
ENSMUSG00000015335.16	140	2	19	68	1	62	70	109
ENSMUSG00000039686.14	0	239	363	125	170	75	327	235
ENSMUSG00000039678.12	148	231	175	60	237	97	148	269
ENSMUSG00000085401.2	0	0	0	0	0	0	0	0
ENSMUSG00000015337.5	1	1	0	0	100	0	151	31
ENSMUSG00000039660.16	595	10	7	196	653	70	564	316
ENSMUSG00000039648.14	319	708	442	149	0	109	4	3
ENSMUSG00000100747.4	0	0	0	4	0	0	0	1
ENSMUSG00000007476.18	980	1440	2213	553	1630	487	959	1554
ENSMUSG00000099041.1	0	0	0	0	0	0	0	0
ENSMUSG00000079484.12	0	0	0	0	0	0	0	0
ENSMUSG00000098794.1	0	0	0	0	0	0	0	0
ENSMUSG00000075419.4	443	4	335	90	236	64	104	475
ENSMUSG00000052533.14	354	3	49	124	220	215	95	519
ENSMUSG00000084892.1	32	0	0	0	0	0	0	0
ENSMUSG00000026860.16	2	0	223	156	5	325	690	434
ENSMUSG00000026858.18	3	1	1	162	1	0	2	338
ENSMUSG00000105537.1	0	0	0	0	0	0	0	0
ENSMUSG00000026856.14	360	7	2	2	433	222	294	298
ENSMUSG00000026853.15	100	0	262	7	226	76	214	250
ENSMUSG00000087435.1	0	0	0	0	0	0	0	0
ENSMUSG00000039515.11	627	657	551	345	744	262	323	327
ENSMUSG00000089762.3	0	0	0	0	0	0	0	0
ENSMUSG00000085275.1	0	0	0	0	0	0	0	0
ENSMUSG00000047363.4	0	0	0	0	0	0	0	0
ENSMUSG00000086405.1	0	0	0	0	0	0	0	0
ENSMUSG00000087268.1	0	0	0	0	0	0	0	0
ENSMUSG00000075416.5	0	0	0	0	0	0	0	0
ENSMUSG00000093091.1	0	0	0	0	0	0	0	0
ENSMUSG00000044320.14	0	0	0	0	0	0	0	0
ENSMUSG00000085491.1	0	0	0	0	0	0	0	0
ENSMUSG00000026857.9	937	560	258	365	1021	417	1093	510
ENSMUSG00000039483.10	3	702	78	369	195	83	842	62
ENSMUSG00000039476.13	0	0	0	0	0	0	0	0
ENSMUSG00000050737.13	3	1	28	1	0	0	52	1
ENSMUSG00000084143.1	0	0	0	0	0	0	0	0
ENSMUSG00000026848.14	7	1780	386	213	829	74	239	687
ENSMUSG00000026849.18	99	2	690	441	537	201	484	598
ENSMUSG00000026851.9	191	683	776	550	781	203	654	574
ENSMUSG00000026854.16	17	77	114	90	1	2	114	495
ENSMUSG00000075415.13	602	745	1054	514	2277	267	601	1448
ENSMUSG00000087269.1	29	113	53	9	38	19	37	1
ENSMUSG00000000194.13	165	152	139	4	154	110	4	299
ENSMUSG00000088891.1	0	0	0	0	0	0	0	0
ENSMUSG00000087430.1	0	0	0	0	0	0	0	0
ENSMUSG00000062661.6	6	515	213	189	36	95	14	396
ENSMUSG00000055632.18	0	0	0	0	0	0	0	0
ENSMUSG00000076441.9	25	477	618	178	431	197	904	629
ENSMUSG00000084226.1	0	0	0	0	0	0	0	0
ENSMUSG00000026843.15	180	161	118	141	185	57	59	255
ENSMUSG00000098904.1	0	0	0	0	0	0	0	0
ENSMUSG00000085224.2	0	0	0	0	0	0	0	0
ENSMUSG00000079466.2	0	0	0	0	0	0	0	0
ENSMUSG00000083143.2	0	0	0	0	0	0	0	0
ENSMUSG00000039356.15	858	698	1328	558	2240	398	1502	1262
ENSMUSG00000087549.1	0	0	0	15	42	1	1	15
ENSMUSG00000026842.16	86	129	476	285	103	79	615	665
ENSMUSG00000118600.1	0	0	0	0	0	0	0	0
ENSMUSG00000043102.2	0	0	0	0	0	0	0	0
ENSMUSG00000026841.7	0	0	0	0	0	0	0	0
ENSMUSG00000086356.1	0	0	0	0	0	0	0	0
ENSMUSG00000026840.14	0	0	0	0	0	0	0	0
ENSMUSG00000001864.13	1	0	0	0	0	0	0	0
ENSMUSG00000085737.1	0	0	0	0	0	0	0	0
ENSMUSG00000001855.15	10	297	28	183	538	56	796	710
ENSMUSG00000081480.1	0	0	0	0	0	0	0	0
ENSMUSG00000086192.1	0	0	0	0	0	0	0	0
ENSMUSG00000050592.8	0	0	0	0	137	13	4	83
ENSMUSG00000090157.7	0	0	0	0	0	0	0	0
ENSMUSG00000099075.1	0	0	0	0	0	0	0	0
ENSMUSG00000051373.5	0	2	1	1	2	0	2	112
ENSMUSG00000039262.16	255	1114	574	218	901	159	194	989
ENSMUSG00000099155.1	0	0	0	0	0	17	1	0
ENSMUSG00000094382.1	0	0	3	0	0	0	0	0
ENSMUSG00000094251.1	0	0	0	0	0	0	0	0
ENSMUSG00000086216.1	1	0	0	0	0	0	0	0
ENSMUSG00000039254.16	149	2	279	174	86	97	130	355
ENSMUSG00000002550.16	767	48	585	355	145	332	757	654
ENSMUSG00000066068.5	4	23	27	8	13	9	17	23
ENSMUSG00000044627.11	928	483	1392	979	1806	750	1514	2048
ENSMUSG00000002546.17	1	4	358	30	459	3	81	1
ENSMUSG00000026825.17	0	53	0	0	0	0	0	0
ENSMUSG00000092765.3	0	0	0	0	0	0	0	0
ENSMUSG00000092807.1	0	0	0	0	0	0	0	0
ENSMUSG00000039205.16	150	712	319	138	309	138	85	112
ENSMUSG00000039195.4	2	2	82	79	561	54	140	304
ENSMUSG00000026822.14	4	1	6	1	1854	18	5	3
ENSMUSG00000026820.5	188	260	4	140	293	58	272	94
ENSMUSG00000083004.1	0	0	1	0	1	0	0	0
ENSMUSG00000026819.15	0	0	0	0	70	0	0	7
ENSMUSG00000039164.2	1	0	89	44	153	83	61	0
ENSMUSG00000103175.1	0	0	0	0	0	0	0	0
ENSMUSG00000085017.1	0	0	0	0	0	0	0	0
ENSMUSG00000039157.12	1	154	1	1	119	0	225	2
ENSMUSG00000026810.12	255	620	880	307	473	180	1229	1343
ENSMUSG00000075405.3	0	0	0	0	0	0	0	0
ENSMUSG00000046854.16	0	0	0	0	0	0	0	0
ENSMUSG00000079442.12	394	457	581	47	756	285	736	572
ENSMUSG00000093147.1	0	0	0	0	0	0	0	0
ENSMUSG00000026811.18	95	188	343	60	299	12	357	316
ENSMUSG00000026817.14	413	633	2	47	2	37	101	1
ENSMUSG00000026814.16	1205	1594	2319	1066	1771	756	2391	1940
ENSMUSG00000093336.1	0	0	0	0	0	0	0	0
ENSMUSG00000105312.1	0	0	0	0	0	0	0	0
ENSMUSG00000093277.1	0	0	0	0	0	0	0	0
ENSMUSG00000009566.12	1197	9	1334	642	492	165	674	629
ENSMUSG00000098972.1	0	0	0	0	0	0	0	0
ENSMUSG00000009555.16	194	277	451	161	600	155	614	740
ENSMUSG00000093280.1	0	0	0	0	0	0	0	0
ENSMUSG00000105841.1	0	0	0	0	0	0	0	0
ENSMUSG00000059013.12	221	336	96	111	7	64	434	7
ENSMUSG00000009551.2	0	0	0	0	0	0	0	0
ENSMUSG00000039021.15	0	0	0	0	0	0	0	0
ENSMUSG00000009563.16	638	11	686	116	577	175	570	676
ENSMUSG00000053746.8	96	282	1	0	0	0	94	86
ENSMUSG00000038987.8	0	0	0	0	0	0	0	0
ENSMUSG00000026797.16	198	548	127	3	290	51	73	485
ENSMUSG00000064652.1	0	0	0	0	0	0	0	0
ENSMUSG00000085397.1	0	0	0	0	0	0	0	0
ENSMUSG00000087496.1	0	0	0	0	0	0	0	0
ENSMUSG00000026796.16	228	1	10	131	7	1	1	103
ENSMUSG00000026792.16	0	15	0	0	0	0	68	48
ENSMUSG00000038900.17	2815	5416	3006	2266	6258	1477	3973	4492
ENSMUSG00000065124.1	0	0	0	0	0	0	0	0
ENSMUSG00000026791.14	267	582	2	291	43	33	5	354
ENSMUSG00000038860.15	0	0	0	0	0	0	2	0
ENSMUSG00000104277.1	0	0	0	0	0	0	0	0
ENSMUSG00000038831.16	0	0	0	0	0	0	0	1
ENSMUSG00000085087.1	0	0	0	0	0	0	0	0
ENSMUSG00000088836.1	0	0	0	0	0	0	0	0
ENSMUSG00000004105.8	0	0	1	21	0	0	0	0
ENSMUSG00000082844.1	1	6	14	2	7	3	4	18
ENSMUSG00000093138.1	0	0	0	0	0	0	0	0
ENSMUSG00000068966.10	1	1	50	0	168	34	1	10
ENSMUSG00000085742.1	0	0	0	0	0	0	0	0
ENSMUSG00000026788.13	3	0	250	0	310	88	4	166
ENSMUSG00000086939.1	0	0	3	0	15	0	0	0
ENSMUSG00000038765.14	0	0	0	0	0	0	0	0
ENSMUSG00000104403.1	0	0	0	0	0	0	0	0
ENSMUSG00000052951.5	0	0	0	0	0	0	0	0
ENSMUSG00000081244.3	0	5	1	1	0	4	2	2
ENSMUSG00000085463.1	0	0	0	0	0	0	0	0
ENSMUSG00000038740.9	103	0	10	13	2	4	7	86
ENSMUSG00000086484.1	0	0	0	0	0	0	0	0
ENSMUSG00000089596.1	0	0	0	0	0	0	0	0
ENSMUSG00000085987.2	0	0	0	0	0	0	0	0
ENSMUSG00000086904.1	0	0	0	0	0	0	0	0
ENSMUSG00000087461.2	0	0	0	0	0	0	0	0
ENSMUSG00000103413.1	0	0	0	0	0	0	0	0
ENSMUSG00000038718.15	6	0	50	2	0	103	10	48
ENSMUSG00000084908.2	0	0	0	4	0	0	0	0
ENSMUSG00000038696.14	411	49	419	118	566	200	363	205
ENSMUSG00000083503.1	0	0	0	0	0	0	0	0
ENSMUSG00000083233.1	0	0	0	0	0	0	0	0
ENSMUSG00000081992.1	174	326	150	110	173	86	227	338
ENSMUSG00000087635.3	8	4	3	3	6	5	6	10
ENSMUSG00000026867.18	235	352	660	195	863	353	597	725
ENSMUSG00000026864.13	991	26	2002	908	2462	1460	2918	4698
ENSMUSG00000070953.13	246	255	1011	319	391	306	764	862
ENSMUSG00000035949.15	293	382	278	279	648	155	502	111
ENSMUSG00000081904.2	0	0	0	0	0	0	0	0
ENSMUSG00000107167.3	0	0	0	0	0	0	0	0
ENSMUSG00000026869.12	676	244	1948	918	1571	621	697	2501
ENSMUSG00000026870.19	0	0	0	0	0	0	0	0
ENSMUSG00000026873.9	0	147	227	2	173	2	92	1
ENSMUSG00000086001.1	0	0	0	0	0	0	0	0
ENSMUSG00000088754.1	0	0	0	0	0	0	0	0
ENSMUSG00000026875.14	188	2	69	48	552	66	3	5
ENSMUSG00000083533.2	0	0	0	0	1	0	0	0
ENSMUSG00000026874.10	0	0	0	0	0	0	0	0
ENSMUSG00000085599.1	0	0	0	0	0	0	0	0
ENSMUSG00000035875.15	0	0	0	0	0	0	0	0
ENSMUSG00000057110.15	535	553	1138	193	140	169	544	1129
ENSMUSG00000026878.17	359	1215	1169	651	1573	603	755	1722
ENSMUSG00000084768.2	0	0	0	0	0	0	0	0
ENSMUSG00000026879.14	204	15	147	2	25	251	418	220
ENSMUSG00000106961.1	0	0	0	0	0	0	0	0
ENSMUSG00000026880.11	183	5	1	351	801	229	558	1281
ENSMUSG00000075391.6	25	0	29	16	81	13	44	74
ENSMUSG00000026882.1	0	0	0	0	0	0	0	0
ENSMUSG00000079421.8	0	0	0	0	0	0	0	0
ENSMUSG00000035778.17	113	1	42	41	289	99	12	149
ENSMUSG00000106856.1	76	0	0	0	0	0	0	0
ENSMUSG00000081841.1	0	0	0	0	0	0	0	0
ENSMUSG00000081421.1	0	0	0	0	0	0	1	0
ENSMUSG00000085668.2	0	0	0	0	0	0	0	0
ENSMUSG00000086555.2	0	0	0	0	0	0	0	0
ENSMUSG00000026883.17	122	5	256	153	0	94	79	2
ENSMUSG00000026885.13	0	0	0	0	0	0	0	0
ENSMUSG00000107106.1	0	0	0	0	0	0	0	0
ENSMUSG00000086449.1	0	0	0	0	0	0	0	0
ENSMUSG00000106994.1	0	0	0	0	0	0	0	0
ENSMUSG00000026895.7	1555	1568	1298	855	4200	687	1917	2330
ENSMUSG00000026894.4	0	0	0	0	0	0	0	0
ENSMUSG00000107351.1	0	0	0	0	0	0	0	0
ENSMUSG00000026890.19	0	0	0	0	0	0	0	0
ENSMUSG00000098312.1	0	0	0	0	0	0	0	0
ENSMUSG00000026889.12	198	5	496	62	906	135	197	684
ENSMUSG00000026887.9	4	0	73	3	1029	105	185	699
ENSMUSG00000081496.1	0	0	0	0	0	0	0	0
ENSMUSG00000085141.1	0	0	0	0	0	0	0	0
ENSMUSG00000087187.1	0	2	73	0	0	0	0	0
ENSMUSG00000047250.13	484	249	425	102	251	21	26	831
ENSMUSG00000106933.1	0	0	0	0	0	0	0	0
ENSMUSG00000083034.2	0	0	0	0	0	0	0	0
ENSMUSG00000113163.1	0	0	0	0	0	0	0	0
ENSMUSG00000082583.2	0	0	0	0	0	0	0	0
ENSMUSG00000080936.2	0	0	0	0	0	0	0	0
ENSMUSG00000068950.3	0	0	0	0	0	0	0	1
ENSMUSG00000083101.1	21	27	37	12	30	26	48	47
ENSMUSG00000094464.2	0	0	0	0	0	0	0	0
ENSMUSG00000094266.1	0	0	0	0	0	0	0	0
ENSMUSG00000075387.2	0	0	0	0	0	0	0	0
ENSMUSG00000111869.1	0	0	0	0	0	0	0	0
ENSMUSG00000110769.1	0	0	0	0	0	0	0	0
ENSMUSG00000080960.1	0	0	0	0	0	0	0	0
ENSMUSG00000096822.2	0	0	0	0	0	0	0	0
ENSMUSG00000059251.1	0	0	0	0	0	0	0	0
ENSMUSG00000094764.2	0	0	0	0	0	0	0	0
ENSMUSG00000111863.2	0	0	0	0	0	0	0	0
ENSMUSG00000082251.1	0	0	0	0	0	0	0	0
ENSMUSG00000049315.4	0	0	0	0	0	0	0	0
ENSMUSG00000111021.2	0	0	0	0	0	0	0	0
ENSMUSG00000083716.4	318	253	228	216	312	140	426	645
ENSMUSG00000075384.2	0	0	0	0	0	0	0	0
ENSMUSG00000084078.2	0	0	0	0	0	0	0	0
ENSMUSG00000050015.3	0	0	0	0	0	0	0	0
ENSMUSG00000075383.4	0	0	0	0	0	0	0	0
ENSMUSG00000053146.2	0	0	0	0	0	0	0	0
ENSMUSG00000075382.3	0	0	0	0	0	0	0	0
ENSMUSG00000055088.5	0	0	0	0	0	0	0	0
ENSMUSG00000081591.1	0	0	0	0	0	0	0	0
ENSMUSG00000075380.2	0	0	0	0	0	0	0	0
ENSMUSG00000070943.3	0	0	0	0	0	0	0	0
ENSMUSG00000055838.4	0	0	0	0	0	0	0	0
ENSMUSG00000075379.4	0	0	0	0	0	0	0	0
ENSMUSG00000081737.2	0	0	0	0	0	0	0	0
ENSMUSG00000081174.1	0	0	0	0	0	0	0	0
ENSMUSG00000083361.4	0	0	0	0	0	0	0	0
ENSMUSG00000083431.1	0	0	0	0	0	0	0	0
ENSMUSG00000075378.2	0	0	0	0	0	0	0	0
ENSMUSG00000075377.2	0	0	0	0	0	0	0	0
ENSMUSG00000068948.4	0	0	0	0	0	0	0	0
ENSMUSG00000078198.2	0	0	0	0	0	0	0	0
ENSMUSG00000059429.3	0	0	0	0	0	0	0	0
ENSMUSG00000083815.1	0	0	0	1	0	1	0	3
ENSMUSG00000068947.2	0	0	0	0	0	0	0	0
ENSMUSG00000049094.7	0	0	0	0	0	0	0	0
ENSMUSG00000064626.1	0	0	0	0	0	0	0	0
ENSMUSG00000049018.8	0	0	0	0	0	0	0	0
ENSMUSG00000009030.14	66	327	134	169	145	66	86	10
ENSMUSG00000075376.10	118	68	75	19	171	87	67	16
ENSMUSG00000077756.1	0	0	0	0	0	0	0	0
ENSMUSG00000066798.3	0	1	8	0	0	23	1	2
ENSMUSG00000050714.9	14	0	59	30	70	5	7	32
ENSMUSG00000035437.15	100	183	370	131	368	52	104	263
ENSMUSG00000026915.16	239	147	614	175	577	152	212	606
ENSMUSG00000107491.1	0	0	0	0	0	0	0	0
ENSMUSG00000053164.6	0	0	0	0	0	0	0	0
ENSMUSG00000108226.1	0	0	0	0	0	0	0	0
ENSMUSG00000083745.1	0	0	0	0	0	0	0	0
ENSMUSG00000092958.1	5	0	18	9	15	7	4	14
ENSMUSG00000035403.10	0	0	0	0	0	0	0	0
ENSMUSG00000035392.17	47	273	58	247	80	112	5	315
ENSMUSG00000107586.1	0	0	0	0	0	0	0	0
ENSMUSG00000108155.1	0	1	211	2	0	0	0	0
ENSMUSG00000107529.1	0	0	0	0	0	0	0	1
ENSMUSG00000105046.1	0	0	0	0	0	0	0	0
ENSMUSG00000087294.2	0	0	0	0	0	0	0	0
ENSMUSG00000000247.11	0	0	0	0	0	0	0	0
ENSMUSG00000098383.1	0	0	0	0	0	0	0	0
ENSMUSG00000087539.1	0	0	0	0	0	0	0	0
ENSMUSG00000085950.1	0	0	0	0	0	0	0	0
ENSMUSG00000064468.1	0	0	0	0	0	0	0	0
ENSMUSG00000084124.1	0	0	2	1	0	0	0	0
ENSMUSG00000107883.1	0	0	0	0	0	0	0	0
ENSMUSG00000026749.11	487	53	186	2	0	4	1	427
ENSMUSG00000108210.1	0	0	0	0	0	0	0	0
ENSMUSG00000107535.1	0	0	0	0	0	0	0	0
ENSMUSG00000026750.6	304	405	680	383	917	278	565	683
ENSMUSG00000082931.1	0	1	0	0	0	3	35	2
ENSMUSG00000095278.2	0	0	0	0	0	0	0	0
ENSMUSG00000083722.2	0	0	0	0	0	0	0	0
ENSMUSG00000026751.14	0	0	0	0	0	0	0	0
ENSMUSG00000087164.1	0	0	0	0	0	0	0	0
ENSMUSG00000063972.13	0	0	44	0	0	0	0	0
ENSMUSG00000108124.1	0	0	0	0	0	0	0	0
ENSMUSG00000082508.1	0	0	0	0	0	0	0	0
ENSMUSG00000085201.1	11	2	92	11	0	37	67	10
ENSMUSG00000065423.1	0	0	0	14	0	6	0	9
ENSMUSG00000107884.1	0	0	191	23	10	11	0	49
ENSMUSG00000065578.1	0	0	0	0	0	0	0	0
ENSMUSG00000107468.1	0	0	0	0	2	0	0	5
ENSMUSG00000046618.7	0	0	0	0	0	0	0	0
ENSMUSG00000083776.1	0	0	0	0	0	0	0	0
ENSMUSG00000084184.1	0	0	0	0	0	0	0	0
ENSMUSG00000085755.1	0	0	83	3	0	0	0	0
ENSMUSG00000035295.10	40	0	27	12	44	1	0	0
ENSMUSG00000062997.6	2973	6901	6508	3005	6899	2408	5838	6785
ENSMUSG00000026755.14	613	576	682	442	960	474	769	1833
ENSMUSG00000026754.16	83	247	58	134	160	54	106	195
ENSMUSG00000065127.1	0	0	0	0	0	0	0	0
ENSMUSG00000035236.17	6	10	232	69	1	40	68	21
ENSMUSG00000107833.1	0	0	1	0	0	0	0	11
ENSMUSG00000082315.2	11	0	0	0	0	0	41	2
ENSMUSG00000107955.1	56	19	0	0	0	2	0	0
ENSMUSG00000026753.5	255	37	568	182	618	249	321	637
ENSMUSG00000083157.1	0	0	0	0	0	0	0	6
ENSMUSG00000083686.2	4	0	5	0	3	3	0	1
ENSMUSG00000081144.1	0	0	0	0	0	0	0	0
ENSMUSG00000083401.1	0	0	0	0	0	0	0	0
ENSMUSG00000081839.1	0	0	0	0	0	0	0	0
ENSMUSG00000084285.1	0	0	0	0	0	0	0	0
ENSMUSG00000082015.1	0	0	0	0	0	0	0	0
ENSMUSG00000108203.1	0	0	0	0	0	0	0	0
ENSMUSG00000107699.1	0	0	0	0	0	0	0	0
ENSMUSG00000083240.3	56	48	42	19	48	24	59	143
ENSMUSG00000084171.1	0	0	0	0	0	0	0	0
ENSMUSG00000083398.1	0	0	0	0	0	0	0	0
ENSMUSG00000081577.1	0	0	0	0	0	0	0	0
ENSMUSG00000088512.1	0	0	0	0	0	0	0	0
ENSMUSG00000082536.1	1026	1508	1337	850	1146	612	1636	2051
ENSMUSG00000049252.17	0	0	0	0	0	0	0	0
ENSMUSG00000098953.1	0	0	0	0	0	0	0	0
ENSMUSG00000082930.1	0	0	0	0	0	0	0	0
ENSMUSG00000083260.1	0	0	0	0	0	0	0	0
ENSMUSG00000081999.3	129	62	71	103	202	46	174	254
ENSMUSG00000081085.1	0	0	0	0	0	0	0	0
ENSMUSG00000098660.1	0	0	0	0	0	0	0	0
ENSMUSG00000105844.1	0	0	0	0	0	0	0	0
ENSMUSG00000077351.2	0	0	0	0	0	0	0	0
ENSMUSG00000080994.2	0	0	0	2	0	1	0	1
ENSMUSG00000026866.16	1	438	0	0	0	1	0	1
ENSMUSG00000049744.15	140	226	453	313	220	211	301	864
ENSMUSG00000085089.1	0	0	0	0	0	0	0	0
ENSMUSG00000088124.1	0	0	0	0	0	0	0	0
ENSMUSG00000036890.13	17	1	26	7	19	58	5	55
ENSMUSG00000083849.1	0	0	0	0	0	0	0	1
ENSMUSG00000026872.18	10	185	198	174	234	201	207	31
ENSMUSG00000092679.1	0	0	0	0	0	0	0	0
ENSMUSG00000052248.16	0	0	0	0	0	0	0	7
ENSMUSG00000098566.1	0	0	0	0	0	0	0	0
ENSMUSG00000099117.1	0	0	0	0	0	0	0	0
ENSMUSG00000098367.1	0	0	0	0	0	0	0	0
ENSMUSG00000100135.1	0	0	0	0	0	0	0	0
ENSMUSG00000098320.1	0	0	0	0	0	0	0	0
ENSMUSG00000081830.1	0	0	0	0	0	0	0	0
ENSMUSG00000085591.1	0	0	0	0	0	0	0	0
ENSMUSG00000083510.1	0	0	0	0	0	0	0	0
ENSMUSG00000086202.1	0	0	0	0	0	0	0	0
