X1	deg_anno	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
ENSMUSG00000074457	S100a16	47.906605909644	-8.64899521085899	2.28142358712099	-3.79105189395077	1.50010603820361e-4	0.0110981529177274	down
ENSMUSG00000111496	NA	23.2709293974915	-7.60247359350287	2.01071814390286	-3.78097428351955	1.56215812004533e-4	0.0113649367031135	down
ENSMUSG00000048217	Nags	26.6303405522189	-8.52862508018605	2.25575973734292	-3.7808215737692	1.56311673886787e-4	0.0113649367031135	down
ENSMUSG00000097154	NA	85.6142433723371	-2.86095616771226	0.756131096904338	-3.78367743295475	1.54528070783704e-4	0.0113649367031135	down
ENSMUSG00000006307	Kmt2b	114.370431846723	-2.81986378519926	0.746853810671384	-3.77565695576266	1.59586496981953e-4	0.0115367358475354	down
ENSMUSG00000028641	P3h1	42.956386001652	6.08876043102157	1.61575097052974	3.76837801250109	1.64311748891953e-4	0.0118108405410915	up
ENSMUSG00000075600	Zc3h3	43.1298794152226	-4.57371345868746	1.22509741982944	-3.73334674015085	1.8895218713164e-4	0.0135052775107479	down
ENSMUSG00000086968	4933431E20Rik	69.6634919235242	-5.51356614694374	1.47991229513873	-3.72560331112519	1.94848627314517e-4	0.0138484830570559	down
ENSMUSG00000062591	Tubb4a	25.4755828909789	-7.73944379729957	2.0808370070191	-3.71938973172468	1.99704707450033e-4	0.0141143254410635	down
ENSMUSG00000032290	Ptpn9	32.753849907734804	6.04381559865403	1.62799401471306	3.71243109251803	2.05277958812374e-4	0.0144276192051964	up
ENSMUSG00000036882	Arhgap33	31.7801411860961	-7.16433780295516	1.93493895364156	-3.70261696859834	2.13386925295767e-4	0.0149146850382141	down
ENSMUSG00000026596	Abl2	153.115379637753	-3.34772487143535	0.905941289180435	-3.69530002817721	2.19627282942178e-4	0.0152665096511071	down
ENSMUSG00000064023	Klk8	156.940750251689	-1.93178894045831	0.525207068780177	-3.67814725903251	2.34934314458573e-4	0.0162412787552754	down
ENSMUSG00000003452	Bicd1	187.928561907829	-3.50133658324614	0.952794286750178	-3.67480854150439	2.3802784071569e-4	0.0163657076787728	down
ENSMUSG00000033948	Zswim5	41.7074364984733	-8.45353298269809	2.30310633547383	-3.67049182770752	2.42084210171527e-4	0.0165546342858378	down
ENSMUSG00000094840	Muc3a	17.7968757802733	7.54355605577024	2.05907915030952	3.66355807868594	2.48735784100805e-4	0.0169180451863402	up
ENSMUSG00000018733	Pex12	64.7196762977387	-4.84562483468338	1.32406371269218	-3.6596613805169	2.52548754209238e-4	0.0169946504760695	down
