	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
ENSMUSG00000029408	80.3831491151085	-24.5810698814939	2.99741663534093	-8.20075180462792	2.38888289977095e-16	3.02217575650023e-12	down
ENSMUSG00000037049	141.580575723339	6.42054834398965	0.824463767866665	7.78754457652286	6.83239392637571e-15	2.88122051875264e-11	up
ENSMUSG00000025017	111.789796366366	6.8561103707647	0.876386662345125	7.82315690704195	5.15148285541099e-15	2.88122051875264e-11	up
ENSMUSG00000018983	97.6360387331807	7.63484406819053	1.0049858254082	7.59696691750797	3.0315199509337e-14	9.58793972481555e-11	up
ENSMUSG00000032125	78.6020577279256	-7.69503220647642	1.0231181039836	-7.52115730971347	5.42934749832571e-14	1.37373350402637e-10	down
ENSMUSG00000032589	93.6518523580214	7.63411352751453	1.03676150912024	7.36342298624932	1.79253230860432e-13	3.77955437269222e-10	up
ENSMUSG00000039699	58.3186116479954	6.83421718086656	0.933973744214019	7.31735471495279	2.52906706441041e-13	4.57074677597944e-10	up
ENSMUSG00000071547	145.018317654286	6.82195858285578	0.976076205778069	6.98916595084676	2.76525181214996e-12	4.37290008443864e-09	up
ENSMUSG00000041801	52.0356483880105	8.36008359226515	1.26589006389775	6.60411502601102	3.9989894773857e-11	5.62124620871183e-08	up
ENSMUSG00000017146	55.7996252772451	7.7790406178855	1.20470371827649	6.45722304984213	1.06641665251464e-10	1.34912370709627e-07	up
ENSMUSG00000045569	32.0769863421646	8.38900947326433	1.33014895684576	6.306819570913	2.84827539272361e-10	3.27577563575876e-07	up
ENSMUSG00000069917	2292.05886905669	7.24669842601259	1.15849999776361	6.25524250323847	3.96898695266791e-10	4.18430449485015e-07	up
ENSMUSG00000023965	36.718349925289	7.85637761298242	1.27084071031714	6.18203174418439	6.32817961477479e-10	6.15829233127045e-07	up
ENSMUSG00000052305	4386.76452981484	6.95721966423549	1.14033611838377	6.10102543633904	1.05390133313382e-09	9.52350411819712e-07	up
ENSMUSG00000034118	38.030677621449	7.22849172292924	1.19857406994911	6.0309094816611	1.63039495493797e-09	1.37507510499468e-06	up
ENSMUSG00000050350	134.261485488994	-10.1402164330007	1.72461110546566	-5.87971189612791	4.1098117838826e-09	3.24957680486867e-06	down
ENSMUSG00000018569	21.0441219370145	7.78053859360008	1.33644551820405	5.82181502172702	5.82119575203185e-09	4.31932627873067e-06	up
ENSMUSG00000073599	93.182139262153	-10.3368348609628	1.77830462554414	-5.81274699085927	6.14559110087361e-09	4.31932627873067e-06	down
ENSMUSG00000035458	43.4089646796103	-7.28354022227042	1.25675664798081	-5.79550562471472	6.81156449762945e-09	4.53542644523738e-06	down
ENSMUSG00000054293	25.2199101128593	-8.45246575422257	1.4823829926941	-5.70194463635943	1.1844830239194e-08	7.49244736780214e-06	down
ENSMUSG00000032840	60.9689987693795	6.1567408181097	1.08267063457659	5.68662400316923	1.29575308661625e-08	7.80598680894389e-06	up
ENSMUSG00000030064	32.93563784056	-7.32389544400162	1.30976620958172	-5.59175781939017	2.24782205611887e-08	1.26243240272459e-05	down
ENSMUSG00000070462	32.137491535362	6.91878057993873	1.23811876390409	5.58813966934973	2.2951502065185e-08	1.26243240272459e-05	up
ENSMUSG00000039989	33.6723133140882	5.95824446733826	1.06961795860274	5.57044168847129	2.54094349024839e-08	1.33939483729718e-05	up
ENSMUSG00000019027	66.822393041866	-7.15605548534716	1.29254514943901	-5.53640659164056	3.08740375229404e-08	1.56234979481088e-05	down
ENSMUSG00000034612	53.6606578335705	9.13499226561441	1.65377969330472	5.52370566805069	3.31923333064105e-08	1.61506234099769e-05	up
ENSMUSG00000098708	109.482074037611	-6.82586416535053	1.24082137226961	-5.50108526327624	3.77460607422228e-08	1.76861264611059e-05	down
ENSMUSG00000058486	42.9631711195101	8.08552097877851	1.47463591080812	5.48306257803496	4.18025064147053e-08	1.88872681661585e-05	up
ENSMUSG00000069919	8006.46860065131	6.46502059935728	1.18309878650594	5.46448079661251	4.64263633921832e-08	2.02531008025693e-05	up
ENSMUSG00000041378	150.300756884813	-7.91025015326849	1.46262527161235	-5.40825480510706	6.36418389091841e-08	2.68377634680029e-05	down
ENSMUSG00000059479	92.4172561592632	-8.83331539591202	1.67911783944995	-5.26068819494267	1.4351722765349e-07	5.85689176465903e-05	down
ENSMUSG00000048707	77.6433221892868	-8.10897275930016	1.54884556951002	-5.23549469290567	1.64543552972454e-07	6.41288901309432e-05	down
ENSMUSG00000032109	28.539609113163	6.73226647938285	1.28663795869007	5.23244820651569	1.67279533184818e-07	6.41288901309432e-05	up
ENSMUSG00000046470	42.6505551747868	-9.20897238700218	1.76226563882613	-5.22564373049707	1.73550244457603e-07	6.45760041950922e-05	down
ENSMUSG00000040040	79.3181235073545	-9.38036195714796	1.79786524806399	-5.21750001411344	1.81354210003047e-07	6.55517745928156e-05	down
ENSMUSG00000056687	110.238167233423	-8.24857711356429	1.58384116768471	-5.20795726355705	1.90930883920385e-07	6.70962947910219e-05	down
ENSMUSG00000009876	24.2745379454111	7.25695907495234	1.39541435900826	5.20057646540913	1.98671361561127e-07	6.79294971651302e-05	up
ENSMUSG00000006574	118.742241272964	7.76866365629004	1.49736854233593	5.188210808924	2.1232416795179e-07	6.89322671751507e-05	up
ENSMUSG00000023909	85.5993264447866	6.97107592052185	1.3436780625497	5.18805517096401	2.12501653610851e-07	6.89322671751507e-05	up
ENSMUSG00000027300	46.1226023722016	7.41435118506044	1.45530264103462	5.09471430615238	3.49267547213326e-07	0.000110464593494895	up
ENSMUSG00000029634	327.816773018283	-2.42596111208931	0.477514289519167	-5.08039479725755	3.76651275966398e-07	0.000116219885176851	down
ENSMUSG00000017718	34.2936061824306	-8.89438166515354	1.76249574172806	-5.04646987483381	4.50047814595317e-07	0.000134429734196231	down
ENSMUSG00000079737	23.5805839583559	6.45460793191023	1.27976895197192	5.04357284333605	4.56918707646662e-07	0.000134429734196231	up
ENSMUSG00000041135	44.2825303706734	5.81181235527534	1.16112126306268	5.00534486806792	5.57621059600401e-07	0.000158905033824357	up
ENSMUSG00000016756	61.1357403738719	-9.72870412180609	1.94467761495993	-5.00273363922408	5.65230141656475e-07	0.000158905033824357	down
ENSMUSG00000026274	30.7668103716293	4.828768263276	0.981682986758887	4.9188672192625	8.70464897697069e-07	0.000237994486511748	up
ENSMUSG00000044937	39.8374293842858	-9.11143922720669	1.85349846628729	-4.91580618648024	8.84178394281256e-07	0.000237994486511748	down
ENSMUSG00000031431	2935.20282725262	-1.37022617396706	0.278990750853643	-4.91136774167065	9.04432830094297e-07	0.000238374577781728	down
ENSMUSG00000062585	35.4193166557327	5.6299153858108	1.16776600751533	4.82109887561261	1.42769565921852e-06	0.000368607709893337	up
ENSMUSG00000087075	42.8442466877633	-8.49238113059412	1.77364306391929	-4.78810043765411	1.68367384243932e-06	0.000426003155613996	down
ENSMUSG00000009621	61.2270224387436	7.47760106178826	1.56520846541642	4.77738347766912	1.7759089744928e-06	0.000440529890908008	up
ENSMUSG00000019102	144.918006430223	-8.19976141773502	1.72148482258776	-4.76319123476734	1.90555094670499e-06	0.000463598558207016	down
ENSMUSG00000023216	56.7128763192223	7.23029982384992	1.52507002234632	4.74096252493777	2.12705277547796e-06	0.000507723484199465	up
ENSMUSG00000050530	51.1702143438688	7.54530566136175	1.59927093947398	4.71796584001177	2.38214479484881e-06	0.00055808358888208	up
ENSMUSG00000073940	1121.33655096079	5.3026110974502	1.12670813905937	4.70628631641651	2.52270147455194e-06	0.000580267206446483	up
ENSMUSG00000030760	115.390337975009	2.17232840742304	0.462634216774032	4.69556364112187	2.65872571886553e-06	0.000600634626238711	up
ENSMUSG00000070822	34.0710089892246	-8.1617936657316	1.74671775745406	-4.67264595605181	2.97344070656151e-06	0.000659947339977362	down
ENSMUSG00000020832	105.892197083047	4.06872932581712	0.87486635205665	4.65068672060857	3.30831558520812e-06	0.00072161207704255	up
ENSMUSG00000040006	121.284588551271	-2.16948731347757	0.467408819671777	-4.64151984765931	3.45855793249088e-06	0.00074159688820241	down
ENSMUSG00000000901	40.2355099975275	6.25604433560807	1.35020984999068	4.63338668107867	3.59731707940312e-06	0.000746059973303752	up
ENSMUSG00000031398	83.2000059096832	-5.60972971065349	1.21026907537817	-4.63510951802238	3.56748553616689e-06	0.000746059973303752	down
ENSMUSG00000034614	1160.00021078942	-1.28553412513245	0.278109995214927	-4.62239454622611	3.79335659139051e-06	0.00077402829415615	down
ENSMUSG00000020044	32.7566476322502	-7.39887898497451	1.61126346341053	-4.5919734127859	4.39074315059433e-06	0.000881703041240776	down
ENSMUSG00000038742	34.395085998991	7.76472243742175	1.6978431120658	4.57328617835264	4.8013363408153e-06	0.0009490891569946	up
